Geneid	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/188_F_CB2YGANXX_TTAGGC_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/179_F_CB2YGANXX_ATCACG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/192_F_CB2YGANXX_ACAGTG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/190_F_CB2YGANXX_TGACCA_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/187_F_CB2YGANXX_CGATGT_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/194_F_CB2YGANXX_GCCAAT_L001Aligned.sortedByCoord.out.bam
ENSRNOG00000058525	1	2	1	0	0	0
ENSRNOG00000058656	0	0	0	1	0	0
ENSRNOG00000058686	6	2	2	0	0	0
ENSRNOG00000051611	1	0	1	0	0	0
ENSRNOG00000010064	149	233	525	464	232	395
ENSRNOG00000054577	0	0	0	1	0	0
ENSRNOG00000057363	0	0	0	1	0	1
ENSRNOG00000010085	21	16	9	38	28	25
ENSRNOG00000010311	114	104	93	183	154	256
ENSRNOG00000010352	841	1278	813	1954	2705	2651
ENSRNOG00000010144	2	3	2	6	0	2
ENSRNOG00000058057	248	282	130	158	635	616
ENSRNOG00000041485	2	0	0	1	0	0
ENSRNOG00000037886	7	2	2	2	0	0
ENSRNOG00000060446	3	0	0	0	1	0
ENSRNOG00000056339	1	0	1	1	0	0
ENSRNOG00000055868	3	0	0	0	0	0
ENSRNOG00000046145	1	0	0	0	0	0
ENSRNOG00000037884	1	1	1	0	0	0
ENSRNOG00000052178	1	0	0	1	0	0
ENSRNOG00000053672	0	1	1	1	0	0
ENSRNOG00000057052	1	1	2	3	0	0
ENSRNOG00000060490	1	0	1	0	0	0
ENSRNOG00000060778	3	0	0	1	0	0
ENSRNOG00000055566	7	5	7	3	0	0
ENSRNOG00000010737	700	1030	689	1956	2901	3468
ENSRNOG00000061422	2	0	2	0	0	0
ENSRNOG00000051564	187	239	291	390	331	434
ENSRNOG00000059922	11	6	9	3	9	8
ENSRNOG00000061313	2	3	1	1	0	0
ENSRNOG00000059711	3	1	1	0	0	0
ENSRNOG00000010989	657	1049	1024	2370	2223	3121
ENSRNOG00000011203	96	118	119	143	139	197
ENSRNOG00000011511	138	234	255	596	402	542
ENSRNOG00000011598	19	13	11	8	2	2
ENSRNOG00000050140	0	0	0	0	0	0
ENSRNOG00000050938	0	0	0	0	0	0
ENSRNOG00000046236	2	0	1	0	0	0
ENSRNOG00000011969	380	497	618	611	742	1119
ENSRNOG00000012710	147	246	303	397	289	309
ENSRNOG00000012628	21	33	33	72	40	93
ENSRNOG00000025094	105	148	80	210	272	258
ENSRNOG00000013835	8	0	3	0	0	0
ENSRNOG00000012751	513	715	462	1061	1263	1738
ENSRNOG00000014075	25	39	40	46	36	59
ENSRNOG00000056319	0	0	0	0	0	0
ENSRNOG00000055266	0	0	0	0	0	0
ENSRNOG00000014358	6	4	7	1	0	0
ENSRNOG00000054879	1	2	0	1	0	0
ENSRNOG00000052414	0	0	0	0	0	0
ENSRNOG00000029824	3	0	0	2	0	0
ENSRNOG00000057042	104	175	214	255	225	413
ENSRNOG00000056245	132	162	36	85	100	21
ENSRNOG00000027040	19	18	34	64	43	76
ENSRNOG00000014310	196	210	243	184	305	401
ENSRNOG00000056176	3	0	0	0	0	0
ENSRNOG00000053495	1	1	1	1	0	0
ENSRNOG00000004752	37	19	22	19	28	38
ENSRNOG00000004516	195	283	342	112	730	644
ENSRNOG00000057990	3	0	2	0	2	2
ENSRNOG00000059627	0	0	0	0	3	0
ENSRNOG00000009288	1	1	2	2	1	4
ENSRNOG00000053934	2	1	1	1	1	1
ENSRNOG00000059939	0	0	0	0	0	0
ENSRNOG00000036404	0	0	1	0	0	0
ENSRNOG00000017637	11	6	10	1	6	3
ENSRNOG00000017597	12	5	3	6	4	3
ENSRNOG00000061436	4	4	1	1	1	0
ENSRNOG00000017505	155	183	383	228	272	412
ENSRNOG00000035467	2	6	7	1	3	2
ENSRNOG00000035576	31	43	36	3	24	11
ENSRNOG00000035568	1	0	2	0	1	1
ENSRNOG00000016889	63	126	264	130	130	201
ENSRNOG00000053214	0	0	0	0	0	0
ENSRNOG00000019354	111	103	230	244	147	396
ENSRNOG00000019175	577	750	581	1226	1759	2343
ENSRNOG00000019096	5	0	3	0	0	0
ENSRNOG00000027229	31	52	33	86	107	109
ENSRNOG00000027234	203	470	683	771	1050	1210
ENSRNOG00000019027	55	66	88	115	121	111
ENSRNOG00000018999	79	59	46	115	121	167
ENSRNOG00000056829	1	1	2	3	0	3
ENSRNOG00000018886	19	24	34	24	28	31
ENSRNOG00000058596	0	2	1	0	0	0
ENSRNOG00000018566	7887	6791	1243	2880	9506	4107
ENSRNOG00000018554	4	2	4	2	4	1
ENSRNOG00000017991	50	62	125	87	91	96
ENSRNOG00000050209	6	3	1	0	0	0
ENSRNOG00000059042	4	0	0	0	0	0
ENSRNOG00000040101	1	3	1	1	0	0
ENSRNOG00000027309	30	17	21	37	28	52
ENSRNOG00000018202	8	7	6	4	0	0
ENSRNOG00000018227	543	837	852	1177	1513	1775
ENSRNOG00000018489	1	0	0	2	0	0
ENSRNOG00000018492	1	0	1	1	0	0
ENSRNOG00000040116	7	6	6	1	0	0
ENSRNOG00000031461	5	0	0	6	0	0
ENSRNOG00000031349	1	1	1	0	0	0
ENSRNOG00000050474	3	2	2	0	0	0
ENSRNOG00000033540	2	7	6	0	0	0
ENSRNOG00000040000	3	1	2	2	0	0
ENSRNOG00000055315	1	1	1	0	0	0
ENSRNOG00000045964	0	0	0	0	0	2
ENSRNOG00000050796	58	81	35	106	178	177
ENSRNOG00000030276	3	1	0	0	0	0
ENSRNOG00000017888	8	2	3	2	0	0
ENSRNOG00000039990	2	2	1	1	0	0
ENSRNOG00000017946	3	2	4	1	0	0
ENSRNOG00000056519	5	0	2	0	0	0
ENSRNOG00000048693	4	1	1	0	0	0
ENSRNOG00000046476	3	0	2	0	0	0
ENSRNOG00000017806	0	1	1	1	0	0
ENSRNOG00000039975	4	2	2	2	0	0
ENSRNOG00000039971	86	168	129	377	504	390
ENSRNOG00000018028	2	1	9	5	2	6
ENSRNOG00000039954	4	6	4	6	0	0
ENSRNOG00000018198	204	280	331	521	290	312
ENSRNOG00000060172	2	1	2	1	0	1
ENSRNOG00000054922	3	2	1	0	0	0
ENSRNOG00000053307	0	0	0	2	0	0
ENSRNOG00000050485	18	57	127	44	25	58
ENSRNOG00000053032	1	0	2	0	1	0
ENSRNOG00000059954	2	1	0	0	0	0
ENSRNOG00000016629	1101	1852	1726	2953	2889	3900
ENSRNOG00000018343	660	1200	2074	3247	2604	2975
ENSRNOG00000042026	1	3	3	3	4	3
ENSRNOG00000027014	10	3	9	4	2	4
ENSRNOG00000043261	6	1	4	3	0	0
ENSRNOG00000056413	18	4	5	7	0	0
ENSRNOG00000042206	6	1	1	2	0	0
ENSRNOG00000018400	58	53	72	94	121	162
ENSRNOG00000018417	208	382	494	519	487	792
ENSRNOG00000018651	355	492	447	890	900	1057
ENSRNOG00000054793	5	2	0	1	0	0
ENSRNOG00000055275	4	2	1	1	0	0
ENSRNOG00000036402	2	0	0	0	0	0
ENSRNOG00000053660	1	0	0	0	0	0
ENSRNOG00000061242	3	3	7	2	0	1
ENSRNOG00000018839	62	38	63	67	30	43
ENSRNOG00000018853	9	8	9	7	6	7
ENSRNOG00000019108	276	389	368	786	710	975
ENSRNOG00000019113	1564	2702	3522	4693	4599	7003
ENSRNOG00000035613	1	6	17	6	8	18
ENSRNOG00000019232	157	282	513	454	302	535
ENSRNOG00000043814	1	2	0	0	1	0
ENSRNOG00000019257	21	9	17	14	4	14
ENSRNOG00000019272	63	89	61	191	198	253
ENSRNOG00000058085	1	0	1	0	0	0
ENSRNOG00000019282	438	685	636	1622	1421	1951
ENSRNOG00000019519	10	31	28	33	14	28
ENSRNOG00000039876	5	38	298	59	22	77
ENSRNOG00000019533	15	15	18	16	17	10
ENSRNOG00000041300	0	2	0	0	0	0
ENSRNOG00000053948	28	16	36	29	21	38
ENSRNOG00000012747	4	7	10	9	1	3
ENSRNOG00000054646	3	0	0	1	0	0
ENSRNOG00000056679	5	1	2	0	0	0
ENSRNOG00000057274	2	0	0	0	0	0
ENSRNOG00000012727	14	1	7	2	0	0
ENSRNOG00000058482	1	0	0	0	0	0
ENSRNOG00000022870	107	154	328	261	249	364
ENSRNOG00000055805	0	2	1	0	1	0
ENSRNOG00000012216	1442	1858	756	1313	2317	1665
ENSRNOG00000055099	0	0	0	0	0	0
ENSRNOG00000052412	6	6	1	1	0	3
ENSRNOG00000012189	4	0	9	0	2	0
ENSRNOG00000012168	10	8	19	24	3	32
ENSRNOG00000057787	6	0	4	3	0	0
ENSRNOG00000012131	1	1	0	0	1	0
ENSRNOG00000012040	7	4	2	2	0	0
ENSRNOG00000042749	11	4	2	2	0	0
ENSRNOG00000057239	2	1	3	5	1	1
ENSRNOG00000056027	4	1	1	2	0	0
ENSRNOG00000011423	7	6	6	4	0	1
ENSRNOG00000011374	9	3	7	0	0	0
ENSRNOG00000047796	32	38	25	127	112	120
ENSRNOG00000057631	0	0	0	1	0	0
ENSRNOG00000011984	118	155	317	434	256	521
ENSRNOG00000022405	1	2	2	0	1	0
ENSRNOG00000011955	89	47	12	95	20	34
ENSRNOG00000011947	18	68	43	53	82	51
ENSRNOG00000056514	0	0	0	0	0	0
ENSRNOG00000011523	456	1095	1695	1866	1632	1877
ENSRNOG00000050396	0	0	0	0	0	0
ENSRNOG00000054905	0	0	0	0	0	0
ENSRNOG00000000133	103	114	236	94	140	159
ENSRNOG00000047934	79	125	224	216	148	309
ENSRNOG00000054147	4	2	7	10	3	11
ENSRNOG00000021637	574	1205	1566	1702	1579	2930
ENSRNOG00000021911	77	124	104	145	158	210
ENSRNOG00000021886	44	68	117	95	90	103
ENSRNOG00000021882	247	381	482	529	610	643
ENSRNOG00000039807	44	90	282	122	79	132
ENSRNOG00000012771	128	202	269	378	294	352
ENSRNOG00000050699	0	0	0	0	0	0
ENSRNOG00000013564	125	272	561	177	174	233
ENSRNOG00000013653	92	137	206	136	106	124
ENSRNOG00000061822	0	0	0	0	0	0
ENSRNOG00000014170	66	82	117	65	48	60
ENSRNOG00000056044	0	0	0	0	0	0
ENSRNOG00000021447	1	3	11	2	1	3
ENSRNOG00000014615	282	681	1545	981	681	851
ENSRNOG00000015139	15	10	18	6	3	11
ENSRNOG00000047752	2	1	0	0	0	0
ENSRNOG00000015262	9	6	5	6	0	0
ENSRNOG00000056232	7	4	3	5	0	1
ENSRNOG00000015616	104	192	524	290	230	306
ENSRNOG00000016161	361	671	1055	986	785	975
ENSRNOG00000016539	99	230	547	328	181	297
ENSRNOG00000016410	284	442	788	895	327	532
ENSRNOG00000016680	1733	2722	2949	4133	4223	6443
ENSRNOG00000033993	7	3	3	0	2	0
ENSRNOG00000016763	15	7	6	2	1	2
ENSRNOG00000016867	27	38	73	65	45	74
ENSRNOG00000016891	200	271	313	391	591	635
ENSRNOG00000026235	219	498	568	396	356	336
ENSRNOG00000059840	9	1	7	3	3	0
ENSRNOG00000018122	25	23	46	64	39	39
ENSRNOG00000025480	15	3	12	5	5	4
ENSRNOG00000018039	5	2	5	1	0	0
ENSRNOG00000017974	4	5	4	1	0	0
ENSRNOG00000017917	42	29	31	24	24	19
ENSRNOG00000056763	2	1	0	0	0	0
ENSRNOG00000017641	54	129	408	261	111	166
ENSRNOG00000017607	206	336	511	492	468	634
ENSRNOG00000017506	32	40	88	57	51	62
ENSRNOG00000017372	58	72	163	82	49	110
ENSRNOG00000017284	113	188	314	278	203	336
ENSRNOG00000045948	8	12	36	16	5	10
ENSRNOG00000041433	2	0	8	3	2	2
ENSRNOG00000017133	87	90	147	194	118	206
ENSRNOG00000016932	65	101	110	172	135	328
ENSRNOG00000061562	0	0	0	0	0	0
ENSRNOG00000023936	5	0	2	0	0	0
ENSRNOG00000000104	65	186	334	440	295	498
ENSRNOG00000052316	1	1	0	0	0	0
ENSRNOG00000000105	37	41	37	39	29	54
ENSRNOG00000018260	12	5	11	12	2	4
ENSRNOG00000033625	10	7	1	3	3	2
ENSRNOG00000018279	267	483	618	992	757	1000
ENSRNOG00000023688	9	5	11	15	4	3
ENSRNOG00000060239	0	0	3	2	0	0
ENSRNOG00000057452	6	1	2	0	0	0
ENSRNOG00000055595	3	0	1	1	1	0
ENSRNOG00000056293	1	0	1	0	0	0
ENSRNOG00000053786	0	0	2	2	0	0
ENSRNOG00000055200	1	0	3	0	0	0
ENSRNOG00000018355	2	1	3	7	1	4
ENSRNOG00000053981	4	5	6	7	2	7
ENSRNOG00000010882	99	193	262	302	245	389
ENSRNOG00000028997	12	8	15	9	0	1
ENSRNOG00000053232	24	52	38	40	20	17
ENSRNOG00000060985	0	0	1	0	0	0
ENSRNOG00000011668	110	143	99	145	149	108
ENSRNOG00000042007	2	0	2	3	1	1
ENSRNOG00000011684	59	98	154	233	214	251
ENSRNOG00000012160	506	1155	2410	1831	1064	1749
ENSRNOG00000032328	10	3	16	11	3	6
ENSRNOG00000058895	1	0	0	0	0	0
ENSRNOG00000053171	0	1	0	1	0	0
ENSRNOG00000013090	61	68	100	58	34	60
ENSRNOG00000060331	2	1	2	0	0	0
ENSRNOG00000013679	255	469	673	657	488	527
ENSRNOG00000013773	178	338	563	506	427	745
ENSRNOG00000014130	191	371	310	1218	866	1261
ENSRNOG00000014366	6	6	11	4	3	4
ENSRNOG00000014524	118	149	236	264	180	315
ENSRNOG00000051566	0	2	1	2	0	0
ENSRNOG00000014538	0	1	2	1	0	0
ENSRNOG00000046068	0	0	0	0	0	0
ENSRNOG00000055091	5	3	8	1	0	0
ENSRNOG00000060557	1	0	1	1	0	0
ENSRNOG00000048372	18	6	18	8	0	0
ENSRNOG00000039581	22	7	14	6	0	0
ENSRNOG00000039574	0	0	2	1	0	0
ENSRNOG00000052977	0	0	0	0	0	0
ENSRNOG00000058585	0	0	0	0	0	0
ENSRNOG00000046968	0	0	0	0	0	0
ENSRNOG00000029792	0	0	0	0	1	1
ENSRNOG00000046658	0	0	0	0	0	0
ENSRNOG00000015410	0	0	1	1	2	1
ENSRNOG00000055942	0	0	0	0	0	0
ENSRNOG00000045684	0	0	0	0	0	0
ENSRNOG00000059028	2	1	1	0	0	0
ENSRNOG00000016915	0	2	2	0	0	1
ENSRNOG00000061064	19	3	14	15	0	0
ENSRNOG00000027311	5	3	1	1	0	0
ENSRNOG00000030027	11	30	48	36	21	30
ENSRNOG00000058611	6	0	8	1	2	1
ENSRNOG00000061738	14	7	8	4	0	0
ENSRNOG00000048350	1	0	1	1	0	0
ENSRNOG00000060029	6	5	4	0	1	0
ENSRNOG00000014616	165	285	454	564	532	837
ENSRNOG00000056058	2	2	2	3	2	2
ENSRNOG00000053824	0	0	0	0	0	0
ENSRNOG00000045569	15	16	1	36	37	52
ENSRNOG00000062220	37	67	38	169	224	231
ENSRNOG00000047786	45	28	1	49	357	203
ENSRNOG00000062180	0	0	0	0	0	0
ENSRNOG00000039560	66	46	45	49	168	248
ENSRNOG00000062303	0	0	0	0	0	0
ENSRNOG00000050431	0	0	0	0	0	1
ENSRNOG00000056825	0	0	0	0	0	0
ENSRNOG00000031716	23	17	10	21	87	90
ENSRNOG00000062294	3	3	7	4	3	2
ENSRNOG00000015631	82	135	183	182	209	250
ENSRNOG00000062272	1	4	6	20	10	7
ENSRNOG00000016031	322	421	617	788	527	787
ENSRNOG00000016225	223	445	868	657	455	513
ENSRNOG00000016525	92	149	181	201	182	162
ENSRNOG00000016560	87	160	155	242	158	157
ENSRNOG00000016587	351	382	299	698	632	463
ENSRNOG00000016684	27	11	14	3	1	0
ENSRNOG00000016779	286	567	869	1138	682	996
ENSRNOG00000016816	130	252	691	536	283	409
ENSRNOG00000059560	0	1	0	0	0	0
ENSRNOG00000026564	26	25	61	69	42	71
ENSRNOG00000055463	0	0	0	0	0	0
ENSRNOG00000035632	0	1	3	3	6	4
ENSRNOG00000035538	0	0	0	0	0	0
ENSRNOG00000035594	47	44	6	119	140	177
ENSRNOG00000017092	42	70	119	79	94	121
ENSRNOG00000053097	0	0	0	0	0	0
ENSRNOG00000016099	26	30	54	87	62	101
ENSRNOG00000057010	3	0	1	0	0	1
ENSRNOG00000045923	1	0	1	0	0	0
ENSRNOG00000054482	0	0	0	0	0	0
ENSRNOG00000016123	277	333	469	542	328	418
ENSRNOG00000016152	1158	2182	2894	4057	5975	6963
ENSRNOG00000016519	323	485	1011	966	1163	1740
ENSRNOG00000016468	234	400	204	1026	933	874
ENSRNOG00000026286	6	7	17	11	4	4
ENSRNOG00000055708	2	0	0	0	0	0
ENSRNOG00000001455	165	236	327	340	236	363
ENSRNOG00000056205	0	0	1	0	0	0
ENSRNOG00000053493	0	3	8	5	0	5
ENSRNOG00000001456	604	1038	999	2215	2080	3306
ENSRNOG00000026120	56	70	61	136	136	191
ENSRNOG00000043350	16	8	14	4	13	11
ENSRNOG00000054413	2	0	2	0	0	0
ENSRNOG00000046547	14	8	12	2	14	6
ENSRNOG00000031595	11	3	8	12	8	15
ENSRNOG00000053225	0	0	1	1	1	1
ENSRNOG00000060391	3	4	3	2	2	3
ENSRNOG00000057456	6	3	3	1	1	0
ENSRNOG00000016998	88	108	119	160	114	123
ENSRNOG00000057683	14	45	20	74	48	62
ENSRNOG00000017250	41	111	170	210	117	190
ENSRNOG00000061286	0	0	1	0	0	0
ENSRNOG00000017579	243	391	529	876	712	827
ENSRNOG00000052350	0	0	0	0	0	0
ENSRNOG00000051896	0	0	1	0	0	0
ENSRNOG00000059165	9	8	11	2	2	1
ENSRNOG00000048719	80	118	181	178	180	201
ENSRNOG00000045918	307	500	876	1144	723	1228
ENSRNOG00000058756	0	2	0	1	0	0
ENSRNOG00000051931	67	26	68	92	4	12
ENSRNOG00000060732	5	2	1	3	3	6
ENSRNOG00000057369	15	5	13	6	1	0
ENSRNOG00000061345	28	5	8	1	0	0
ENSRNOG00000050260	0	0	0	0	0	0
ENSRNOG00000060581	0	0	0	0	0	0
ENSRNOG00000055855	1	1	0	0	2	1
ENSRNOG00000043288	1	2	2	0	1	4
ENSRNOG00000046071	0	0	0	1	0	0
ENSRNOG00000014702	12	3	3	9	0	6
ENSRNOG00000023831	16	4	14	5	0	0
ENSRNOG00000015008	12	5	8	5	0	0
ENSRNOG00000015101	59	105	72	99	83	108
ENSRNOG00000015437	799	1743	2971	4189	2546	3266
ENSRNOG00000023799	92	170	125	371	301	414
ENSRNOG00000039379	10	13	21	20	18	26
ENSRNOG00000023778	254	249	128	204	195	251
ENSRNOG00000053856	0	0	0	0	1	0
ENSRNOG00000051502	1	0	0	0	0	0
ENSRNOG00000060618	12	6	13	2	1	0
ENSRNOG00000054163	2	0	0	0	0	0
ENSRNOG00000014361	11	19	11	8	7	16
ENSRNOG00000047584	0	0	0	0	0	0
ENSRNOG00000051772	12	24	29	64	30	47
ENSRNOG00000014460	101	166	201	360	251	437
ENSRNOG00000054925	0	0	0	0	0	0
ENSRNOG00000014481	7	8	10	17	20	19
ENSRNOG00000059415	22	8	7	4	0	0
ENSRNOG00000058495	5	1	0	0	0	0
ENSRNOG00000031495	29	56	72	55	70	81
ENSRNOG00000051834	0	0	0	1	1	2
ENSRNOG00000014548	495	724	612	1531	1457	2086
ENSRNOG00000054627	0	1	0	0	0	0
ENSRNOG00000014264	13	12	28	25	10	22
ENSRNOG00000014019	26	31	60	41	29	58
ENSRNOG00000060680	7	3	7	10	9	15
ENSRNOG00000014007	20	42	75	57	36	47
ENSRNOG00000017866	54	89	187	89	86	134
ENSRNOG00000017904	261	366	372	857	1023	1102
ENSRNOG00000017951	281	406	251	974	1225	1236
ENSRNOG00000053333	5	3	2	5	7	22
ENSRNOG00000017988	50	75	109	143	88	150
ENSRNOG00000018070	3	2	3	2	1	1
ENSRNOG00000018092	99	159	201	286	307	341
ENSRNOG00000054090	0	0	0	0	0	0
ENSRNOG00000056758	0	0	1	0	0	0
ENSRNOG00000030442	6	9	11	24	20	8
ENSRNOG00000015522	12	2	8	4	0	0
ENSRNOG00000046380	1	0	2	1	0	0
ENSRNOG00000059019	4	0	0	0	0	0
ENSRNOG00000024499	5	4	5	0	0	0
ENSRNOG00000044699	0	0	0	0	0	0
ENSRNOG00000051991	1	0	1	0	0	0
ENSRNOG00000061452	0	0	0	0	0	0
ENSRNOG00000057915	2	0	0	1	0	0
ENSRNOG00000016174	95	124	130	208	272	374
ENSRNOG00000060377	1	0	0	0	0	0
ENSRNOG00000047910	2	0	2	1	0	0
ENSRNOG00000016390	236	408	356	1380	1118	1383
ENSRNOG00000016497	132	193	182	316	268	336
ENSRNOG00000056603	9	5	3	6	4	3
ENSRNOG00000013469	547	806	1303	1107	888	1365
ENSRNOG00000013717	12	15	46	65	20	56
ENSRNOG00000060499	0	0	1	1	1	0
ENSRNOG00000051539	1	0	0	0	0	0
ENSRNOG00000013756	108	166	138	274	489	485
ENSRNOG00000057581	0	0	2	0	0	1
ENSRNOG00000013928	47	23	21	17	5	5
ENSRNOG00000052557	0	3	1	0	0	0
ENSRNOG00000014049	240	362	280	465	698	856
ENSRNOG00000024111	20	32	11	36	40	55
ENSRNOG00000014165	944	1390	1400	2091	2485	3175
ENSRNOG00000015701	241	458	679	836	558	773
ENSRNOG00000041434	1	1	0	1	0	0
ENSRNOG00000031706	182	207	97	172	271	246
ENSRNOG00000056672	9	1	4	2	0	2
ENSRNOG00000036399	0	0	0	0	0	0
ENSRNOG00000057157	2	8	4	7	10	7
ENSRNOG00000050767	2	15	11	13	5	21
ENSRNOG00000052212	7	4	5	1	0	0
ENSRNOG00000057364	6	2	0	1	0	0
ENSRNOG00000054220	3	0	3	0	0	0
ENSRNOG00000051874	11	13	2	7	10	6
ENSRNOG00000000137	109	167	134	284	197	221
ENSRNOG00000015957	1072	2426	1319	2922	5329	4990
ENSRNOG00000057161	1	2	4	1	1	5
ENSRNOG00000057046	1	1	2	0	0	0
ENSRNOG00000016135	102	156	334	330	237	386
ENSRNOG00000047970	94	140	162	462	324	453
ENSRNOG00000016222	1	0	0	1	0	0
ENSRNOG00000016226	115	144	44	287	322	367
ENSRNOG00000032215	409	502	408	1409	1604	1213
ENSRNOG00000045578	6	1	3	1	0	1
ENSRNOG00000061790	4	0	3	0	0	0
ENSRNOG00000029549	289	339	234	498	888	879
ENSRNOG00000033763	5	2	3	0	0	0
ENSRNOG00000016672	8	3	2	3	2	1
ENSRNOG00000016705	1253	2351	2479	2577	4281	5812
ENSRNOG00000061171	12	4	1	4	11	10
ENSRNOG00000017083	6	0	2	0	0	0
ENSRNOG00000017093	147	127	242	209	205	260
ENSRNOG00000017210	101	187	351	524	239	420
ENSRNOG00000053798	3	5	8	12	4	9
ENSRNOG00000039265	50	67	64	124	179	136
ENSRNOG00000017445	25	35	20	18	23	19
ENSRNOG00000017558	72	127	139	130	143	115
ENSRNOG00000017577	37	22	52	48	54	58
ENSRNOG00000017787	434	586	535	901	940	1241
ENSRNOG00000047534	112	38	87	213	471	518
ENSRNOG00000060392	1	0	2	0	2	3
ENSRNOG00000045599	3	7	10	8	13	34
ENSRNOG00000055460	0	0	0	0	0	0
ENSRNOG00000046284	1	13	17	61	32	91
ENSRNOG00000057065	0	0	0	0	0	0
ENSRNOG00000048067	0	0	0	0	0	0
ENSRNOG00000060285	0	0	0	0	0	0
ENSRNOG00000049193	0	0	0	0	0	0
ENSRNOG00000048358	0	0	0	0	0	0
ENSRNOG00000048576	0	0	0	0	0	0
ENSRNOG00000049124	0	0	0	0	0	0
ENSRNOG00000017820	23	33	19	27	74	80
ENSRNOG00000017962	375	487	243	555	903	949
ENSRNOG00000053846	2	0	0	0	0	1
ENSRNOG00000022139	3	1	2	0	0	0
ENSRNOG00000034229	1	0	0	0	0	0
ENSRNOG00000033772	244	292	182	292	594	585
ENSRNOG00000016420	58	47	33	137	139	115
ENSRNOG00000056220	0	0	0	0	0	0
ENSRNOG00000016581	3007	5492	2214	7715	10092	7289
ENSRNOG00000017040	85	118	203	167	184	220
ENSRNOG00000039120	0	0	1	0	0	0
ENSRNOG00000021789	6	5	4	0	4	1
ENSRNOG00000051877	0	0	0	0	0	0
ENSRNOG00000050349	0	0	1	0	0	0
ENSRNOG00000052021	2	0	0	0	0	0
ENSRNOG00000053076	1	0	1	2	2	4
ENSRNOG00000017605	123	174	244	293	367	353
ENSRNOG00000017800	76	70	120	297	189	274
ENSRNOG00000061243	0	0	0	1	0	0
ENSRNOG00000021752	5	1	2	2	0	0
ENSRNOG00000061758	0	0	2	1	0	0
ENSRNOG00000055736	0	0	0	1	0	0
ENSRNOG00000060266	102	95	96	258	272	365
ENSRNOG00000052502	0	0	0	0	0	0
ENSRNOG00000059621	0	0	0	0	0	0
ENSRNOG00000059465	0	0	0	0	0	0
ENSRNOG00000061070	91	217	641	551	513	1026
ENSRNOG00000058793	0	0	0	0	0	0
ENSRNOG00000056376	65	60	63	150	133	145
ENSRNOG00000052192	0	0	0	0	0	0
ENSRNOG00000061059	0	0	0	0	0	0
ENSRNOG00000045721	0	0	0	0	0	0
ENSRNOG00000055922	0	0	0	0	0	0
ENSRNOG00000062072	1	0	0	0	0	0
ENSRNOG00000050532	0	0	0	0	0	0
ENSRNOG00000052525	0	0	0	0	0	0
ENSRNOG00000048147	0	0	0	0	0	0
ENSRNOG00000048653	0	0	0	0	0	0
ENSRNOG00000018281	354	512	937	791	734	1205
ENSRNOG00000018346	50	77	28	28	52	50
ENSRNOG00000027125	255	399	358	465	449	529
ENSRNOG00000029273	69	79	142	205	125	213
ENSRNOG00000045968	1	0	0	0	0	1
ENSRNOG00000018381	71	110	73	408	401	502
ENSRNOG00000050910	0	0	0	0	0	1
ENSRNOG00000052667	0	1	0	0	0	0
ENSRNOG00000011335	4	1	2	1	0	0
ENSRNOG00000059649	0	0	0	0	0	0
ENSRNOG00000052112	3	0	1	0	0	0
ENSRNOG00000054406	1	2	1	1	0	0
ENSRNOG00000062097	1	0	1	3	1	1
ENSRNOG00000041315	1	0	0	0	0	0
ENSRNOG00000059845	0	1	1	0	0	0
ENSRNOG00000052547	1	0	0	0	0	0
ENSRNOG00000058289	15	39	43	21	45	38
ENSRNOG00000025630	3	1	1	6	1	0
ENSRNOG00000057433	31	38	73	68	64	112
ENSRNOG00000016307	2	1	0	0	0	0
ENSRNOG00000039075	6	2	3	0	0	0
ENSRNOG00000016436	2	1	2	0	0	0
ENSRNOG00000039058	1	6	1	0	0	0
ENSRNOG00000016463	1	2	3	0	0	0
ENSRNOG00000047649	1	0	2	1	0	0
ENSRNOG00000016510	0	0	2	0	0	0
ENSRNOG00000016616	2	1	1	0	0	0
ENSRNOG00000029126	4	0	3	0	0	0
ENSRNOG00000051206	7	1	7	1	0	0
ENSRNOG00000016742	0	0	1	1	0	0
ENSRNOG00000059591	0	0	0	0	0	0
ENSRNOG00000016871	6	2	3	0	0	0
ENSRNOG00000024843	2	1	1	0	0	0
ENSRNOG00000055384	0	0	0	0	0	0
ENSRNOG00000043237	2	0	0	0	0	0
ENSRNOG00000016933	4	2	1	0	1	0
ENSRNOG00000017007	1	1	0	0	0	0
ENSRNOG00000017048	0	1	1	0	0	0
ENSRNOG00000016803	0	0	0	0	0	0
ENSRNOG00000049875	1	0	0	0	0	0
ENSRNOG00000050607	0	0	1	0	0	0
ENSRNOG00000050920	4	0	0	0	0	0
ENSRNOG00000017374	3	0	1	0	0	0
ENSRNOG00000059482	9	3	3	0	0	0
ENSRNOG00000059534	1	1	0	0	0	0
